Domain Code,Domain,Reporter Country Code,Reporter Countries,Partner Country Code,Partner Countries,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"TM","Detailed trade matrix","41","China, mainland","20","Botswana","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","20","Botswana","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","66","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","20","Botswana","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","40","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","21","Brazil","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","1180","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","21","Brazil","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","89","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","21","Brazil","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","21","Brazil","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","2","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","21","Brazil","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2011","2011","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","26","Brunei Darussalam","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","3","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","26","Brunei Darussalam","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","6","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1987","1987","1000 US$","6233","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1989","1989","1000 US$","2918","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1990","1990","1000 US$","2432","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1992","1992","1000 US$","2337","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","1302","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","10266","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1997","1997","1000 US$","6404","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1999","1999","1000 US$","812","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","1525","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2002","2002","1000 US$","4668","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","4581","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2004","2004","1000 US$","608","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2005","2005","1000 US$","53","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2006","2006","1000 US$","284","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2007","2007","1000 US$","382","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2008","2008","1000 US$","171","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2009","2009","1000 US$","154","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","27","Bulgaria","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2010","2010","1000 US$","848","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","233","Burkina Faso","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1991","1991","1000 US$","2944","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","233","Burkina Faso","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","7752","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","233","Burkina Faso","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","4512","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","29","Burundi","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2000","2000","1000 US$","809","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","29","Burundi","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2012","2012","1000 US$","2296","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","29","Burundi","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2016","2016","1000 US$","363","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","35","Cabo Verde","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1989","1989","1000 US$","0","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","35","Cabo Verde","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1993","1993","1000 US$","570","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","35","Cabo Verde","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1994","1994","1000 US$","75","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","35","Cabo Verde","5922","Export Value","30","Rice - total  (Rice milled equivalent)","1998","1998","1000 US$","230","A","Aggregate, may include official, semi-official, estimated or calculated data"
"TM","Detailed trade matrix","41","China, mainland","35","Cabo Verde","5922","Export Value","30","Rice - total  (Rice milled equivalent)","2003","2003","1000 US$","574","A","Aggregate, may include official, semi-official, estimated or calculated data"
